I,o,d
152355,23,132
152356,248,170
152357,393,311
152358,100,382
152359,316,17
152360,332,296
152361,393,212
152362,39,353
152363,28,219
152364,303,105
152365,419,318
152366,153,347
152367,382,83
152368,51,175
152369,401,278
152370,8,382
152371,228,340
152372,35,125
152373,27,184
152374,447,159
152375,18,313
152376,115,365
152377,41,112
152378,96,329
152379,326,121
152380,289,35
152381,75,283
152382,63,332
152383,288,156
152384,21,247
152385,323,63
152386,197,27
152387,12,273
152388,450,363
152389,251,454
152390,15,9
152391,109,335
152392,418,237
152393,451,74
152394,195,116
152395,148,66
152396,381,9
152397,66,193
152398,113,180
152399,253,263
152400,42,253
152401,175,349
152402,95,306
152403,303,289
152404,228,397
152405,254,63
152406,401,145
152407,118,278
152408,353,131
152409,241,402
152410,345,172
152411,337,356
152412,121,375
152413,210,354
152414,384,23
152415,256,66
152416,52,147
152417,1,62
152418,236,16
152419,284,423
152420,417,399
152421,174,179
152422,97,66
152423,112,78
152424,198,165
152425,198,91
152426,38,340
152427,194,253
152428,229,239
152429,159,130
152430,160,182
152431,150,255
152432,120,216
152433,106,81
152434,257,7
152435,165,34
152436,359,190
152437,269,120
152438,224,185
152439,167,366
152440,417,141
152441,349,446
152442,218,277
152443,451,92
152444,170,379
152445,344,382
152446,161,177
152447,2,319
152448,85,290
152449,91,431
152450,190,353
152451,367,399
152452,253,426
152453,407,294
152454,59,349
152455,35,289
152456,239,408
152457,55,166
152458,401,285
152459,290,170
152460,20,330
152461,163,82
152462,230,435
152463,276,131
152464,174,234
152465,136,105
152466,427,199
152467,438,113
152468,33,303
152469,126,356
152470,409,354
152471,311,438
152472,221,369
152473,123,425
152474,70,162
152475,40,191
152476,141,298
152477,380,345
152478,404,424
152479,217,413
152480,201,346
152481,448,80
152482,330,416
152483,401,398
152484,37,112
152485,173,342
152486,334,267
152487,200,22
152488,218,409
152489,116,290
152490,165,228
152491,67,253
152492,354,321
152493,255,413
152494,67,45
152495,94,160
152496,454,8
152497,378,358
152498,248,122
152499,371,48
152500,195,32
152501,275,76
152502,115,352
152503,433,229
152504,41,125
152505,214,426
152506,99,54
152507,216,289
152508,302,405
152509,231,164
152510,313,367
152511,181,97
152512,351,33
152513,447,265
152514,120,324
152515,358,120
152516,157,170
152517,245,62
152518,290,347
152519,449,300
152520,311,136
152521,64,39
152522,10,415
152523,199,97
152524,314,450
152525,44,334
152526,166,251
152527,181,170
152528,237,253
152529,306,244
152530,172,122
152531,363,430
152532,302,194
152533,395,50
152534,33,268
152535,334,115
152536,134,97
152537,317,99
152538,204,54
152539,263,424
152540,66,435
152541,86,131
152542,415,176
152543,168,150
152544,275,416
152545,321,164
152546,173,301
152547,405,425
152548,119,390
152549,72,371
152550,403,135
152551,331,272
152552,157,202
152553,409,94
152554,118,438
152555,313,26
152556,5,42
152557,85,161
152558,266,305
152559,157,360
152560,327,380
152561,450,413
152562,305,256
152563,241,305
152564,454,437
152565,162,399
152566,358,18
152567,38,428
152568,353,50
152569,296,34
152570,394,359
152571,315,5
152572,196,96
152573,242,377
152574,232,220
152575,206,187
152576,20,327
152577,359,91
152578,279,302
152579,55,435
152580,177,310
152581,23,445
152582,266,272
152583,137,299
152584,355,159
152585,185,70
152586,100,196
152587,409,449
152588,136,211
152589,292,319
152590,247,225
152591,166,116
152592,154,160
152593,414,76
152594,16,387
152595,412,17
152596,173,83
152597,448,183
152598,452,197
152599,317,4
152600,444,323
152601,126,404
152602,209,150
152603,304,268
152604,212,210
152605,287,420
152606,296,371
152607,95,46
152608,90,214
152609,31,318
152610,408,344
152611,266,235
152612,429,275
152613,137,176
152614,241,264
152615,249,319
152616,83,90
152617,383,298
152618,309,217
152619,278,1
152620,79,326
152621,252,43
152622,269,164
152623,377,400
152624,80,419
152625,215,342
152626,314,142
152627,403,107
152628,412,231
152629,331,327
152630,89,128
152631,287,167
152632,195,70
152633,443,183
152634,338,195
152635,14,86
152636,448,0
152637,83,227
152638,12,362
152639,30,322
152640,71,45
152641,21,349
152642,13,358
152643,270,117
152644,405,134
152645,251,237
152646,365,210
152647,118,12
152648,52,269
152649,162,14
152650,224,167
152651,26,308
152652,147,386
152653,266,24
152654,92,7
152655,151,18
152656,201,288
152657,63,358
152658,379,447
152659,343,129
152660,176,442
152661,168,379
152662,437,365
152663,285,361
152664,20,186
152665,275,166
152666,382,413
152667,103,350
152668,23,171
152669,187,77
152670,417,285
152671,29,330
152672,376,152
152673,63,249
152674,125,253
152675,117,332
152676,130,109
152677,330,239
152678,95,300
152679,302,213
152680,158,402
152681,1,402
152682,78,200
152683,123,110
152684,98,13
152685,287,201
152686,433,223
152687,149,443
152688,330,217
152689,21,83
152690,262,381
152691,71,201
152692,255,196
152693,220,182
152694,96,152
152695,235,38
152696,167,135
152697,246,115
152698,17,416
152699,359,184
152700,112,201
152701,15,45
152702,37,320
152703,386,279
152704,93,352
152705,368,430
152706,174,223
152707,18,327
152708,417,6
152709,265,284
152710,181,29
152711,168,365
152712,266,195
152713,151,333
152714,42,378
152715,371,348
152716,425,377
152717,73,83
152718,311,145
152719,345,23
152720,259,305
152721,363,319
152722,50,73
152723,351,88
152724,135,150
152725,137,310
152726,201,268
152727,422,357
152728,252,246
152729,339,40
152730,277,77
152731,174,407
152732,437,141
152733,431,392
152734,130,111
152735,108,55
152736,79,35
152737,353,105
152738,436,97
152739,124,348
152740,129,16
152741,374,171
152742,7,281
152743,442,153
152744,418,315
152745,56,420
152746,89,10
152747,275,29
152748,66,313
152749,386,316
152750,169,392
152751,354,234
152752,106,112
152753,447,184
152754,291,203
152755,370,308
152756,322,435
152757,226,199
152758,234,43
152759,173,336
152760,75,84
152761,420,398
152762,363,385
152763,129,83
152764,217,328
152765,242,199
152766,37,90
152767,315,58
152768,116,44
152769,375,78
152770,310,319
152771,79,292
152772,85,372
152773,153,190
152774,299,408
152775,54,29
152776,385,141
152777,155,383
152778,36,197
152779,438,419
152780,85,196
152781,20,433
152782,206,183
152783,194,389
152784,318,60
152785,77,3
152786,237,144
152787,142,20
152788,300,321
152789,368,37
152790,380,400
152791,149,224
152792,375,412
152793,109,15
152794,433,202
152795,141,20
152796,133,225
152797,95,51
152798,209,336
152799,335,279
152800,172,284
152801,279,303
152802,428,180
152803,443,439
152804,39,363
152805,226,204
152806,336,304
152807,373,94
152808,125,208
152809,442,276
152810,74,227
152811,275,210
152812,342,413
152813,135,413
152814,369,255
152815,375,231
152816,180,55
152817,408,189
152818,231,224
152819,83,130
152820,147,196
152821,402,212
152822,333,166
152823,351,195
152824,327,397
152825,194,179
152826,450,227
152827,210,29
152828,372,212
152829,176,454
152830,400,48
152831,118,174
152832,203,62
152833,254,11
152834,194,78
152835,247,96
152836,285,68
152837,276,284
152838,107,389
152839,398,22
152840,259,128
152841,254,21
152842,316,407
152843,88,335
152844,264,231
152845,441,403
152846,109,252
152847,271,68
152848,176,232
152849,155,101
152850,331,114
152851,292,6
152852,372,72
152853,336,92
152854,266,446
152855,68,61
152856,170,78
152857,393,178
152858,436,269
152859,129,423
152860,101,447
152861,205,188
152862,295,48
152863,408,246
152864,136,265
152865,174,34
152866,280,313
152867,48,243
152868,155,241
152869,127,169
152870,410,392
152871,244,31
152872,291,106
152873,87,172
152874,321,16
152875,110,251
152876,370,185
152877,181,103
152878,310,76
152879,185,196
152880,0,319
152881,12,260
152882,45,361
152883,307,289
152884,308,129
152885,294,341
152886,230,9
152887,360,179
152888,268,366
152889,340,353
152890,431,274
152891,404,265
152892,348,248
152893,372,350
152894,249,437
152895,349,324
152896,339,181
152897,87,214
152898,449,223
152899,226,338
152900,359,324
152901,68,408
152902,277,252
152903,139,247
152904,380,62
152905,226,198
152906,218,73
152907,44,297
152908,409,211
152909,242,266
152910,425,153
152911,132,373
152912,417,405
152913,236,387
152914,181,47
152915,88,148
152916,198,72
152917,65,247
152918,391,447
152919,108,222
152920,203,255
152921,29,242
152922,116,303
152923,240,417
152924,354,403
152925,383,288
152926,372,364
152927,65,22
152928,136,441
152929,405,380
152930,403,94
152931,262,12
152932,405,317
152933,358,130
152934,97,175
152935,316,380
152936,107,158
152937,261,224
152938,251,78
152939,404,115
152940,403,45
152941,36,325
152942,194,318
152943,269,78
152944,58,53
152945,403,51
152946,143,206
152947,346,168
152948,402,241
152949,303,358
152950,262,426
152951,397,27
152952,34,320
152953,25,351
152954,267,14
152955,42,204
152956,200,454
152957,261,202
152958,319,48
152959,210,429
152960,29,356
152961,282,234
152962,379,175
152963,208,34
152964,344,217
152965,374,77
152966,246,320
152967,405,135
152968,309,262
152969,179,148
152970,328,87
152971,174,121
152972,396,298
152973,249,316
152974,199,300
152975,410,58
152976,425,50
152977,117,35
152978,26,229
152979,145,102
152980,403,75
152981,408,376
152982,194,237
152983,208,374
152984,340,52
152985,263,382
152986,26,299
152987,433,90
152988,411,14
152989,288,346
152990,7,277
152991,362,229
152992,352,165
152993,261,26
152994,278,28
152995,29,135
152996,389,324
152997,194,240
152998,19,294
152999,53,247
153000,42,391
153001,331,259
153002,418,226
153003,86,17
153004,66,206
153005,13,321
153006,165,239
153007,73,166
153008,159,243
153009,8,401
153010,447,245
153011,226,344
153012,238,82
153013,385,292
153014,103,406
153015,356,132
153016,77,17
153017,384,363
153018,177,276
153019,127,341
153020,319,53
153021,269,315
153022,263,133
153023,116,364
153024,226,110
153025,69,68
153026,382,288
153027,407,124
153028,12,441
153029,298,91
153030,116,214
153031,239,59
153032,79,19
153033,141,191
153034,344,269
153035,301,197
153036,33,72
153037,87,94
153038,376,28
153039,450,448
153040,366,270
153041,360,6
153042,370,29
153043,330,366
153044,199,312
153045,15,222
153046,338,10
153047,331,87
153048,343,37
153049,37,71
153050,59,23
153051,66,451
153052,305,107
153053,68,153
153054,203,377
153055,270,374
153056,113,222
153057,403,412
153058,63,401
153059,65,255
153060,421,171
153061,377,116
153062,143,101
153063,145,233
153064,63,392
153065,373,418
153066,114,307
153067,162,288
153068,326,67
153069,357,301
153070,51,433
153071,293,145
153072,345,433
153073,284,386
153074,242,442
153075,364,413
153076,217,53
153077,270,103
153078,92,131
153079,326,218
153080,305,32
153081,73,67
153082,208,206
153083,280,410
153084,244,75
153085,102,97
153086,379,410
153087,106,162
153088,244,196
153089,361,129
153090,316,108
153091,11,364
153092,245,190
153093,178,260
153094,83,250
153095,364,269
153096,299,26
153097,109,395
153098,149,106
153099,230,259
153100,7,239
153101,10,138
153102,89,264
153103,360,68
153104,184,354
153105,369,56
153106,297,108
153107,91,77
153108,374,246
153109,337,84
153110,364,403
153111,245,330
153112,327,412
153113,177,291
153114,385,217
153115,256,85
153116,292,350
153117,309,397
153118,95,402
153119,221,108
153120,60,436
153121,303,126
153122,212,277
153123,117,10
153124,167,267
153125,237,317
153126,110,326
153127,45,177
153128,336,179
153129,361,173
153130,314,196
153131,210,51
153132,107,65
153133,79,356
153134,424,315
153135,93,56
153136,36,435
153137,238,430
153138,22,196
153139,396,209
153140,48,428
153141,230,117
153142,289,238
153143,253,349
153144,242,3
153145,29,170
153146,298,374
153147,152,166
153148,335,101
153149,309,215
153150,139,340
153151,363,440
153152,378,245
153153,201,153
153154,121,118
153155,151,33
153156,18,114
153157,210,285
153158,192,26
153159,219,347
153160,199,351
153161,120,431
153162,424,296
153163,127,273
153164,111,319
153165,283,11
153166,64,132
153167,424,447
153168,353,60
153169,87,274
153170,299,196
153171,9,13
153172,232,24
153173,231,185
153174,161,387
153175,36,125
153176,121,228
153177,237,178
153178,2,160
153179,191,236
153180,22,67
153181,4,226
153182,43,359
153183,142,155
153184,37,167
153185,308,259
153186,358,309
153187,352,277
153188,281,215
153189,226,348
153190,336,74
153191,236,262
153192,29,116
153193,399,263
153194,150,211
153195,454,436
153196,347,106
153197,365,128
153198,191,107
153199,133,257
153200,6,139
153201,60,246
153202,265,86
153203,104,135
153204,439,386
153205,217,221
153206,392,397
153207,344,336
153208,156,138
153209,291,253
153210,288,338
153211,258,161
153212,215,223
153213,163,188
153214,273,340
153215,94,313
153216,380,187
153217,326,391
153218,221,332
153219,219,198
153220,132,377
153221,435,379
153222,55,17
153223,16,295
153224,420,448
153225,120,262
153226,99,338
153227,18,309
153228,258,290
153229,17,0
153230,391,185
153231,203,229
153232,46,18
153233,35,79
153234,12,166
153235,9,433
153236,430,396
153237,155,298
153238,326,64
153239,324,166
153240,65,396
153241,91,276
153242,205,347
153243,338,444
153244,362,332
153245,260,273
153246,145,65
153247,117,308
153248,372,213
153249,113,354
153250,126,118
153251,11,400
153252,229,158
153253,86,54
153254,327,197
153255,418,326
153256,91,301
153257,147,318
153258,68,31
153259,68,381
153260,284,402
153261,452,399
153262,185,245
153263,421,26
153264,299,175
153265,434,251
153266,212,227
153267,353,238
153268,373,226
153269,304,191
153270,169,152
153271,385,191
153272,96,50
153273,172,158
153274,192,359
153275,114,431
153276,411,136
153277,336,295
153278,453,112
153279,406,7
153280,314,308
153281,287,322
153282,7,348
153283,29,269
153284,100,329
153285,193,441
153286,208,106
153287,98,158
153288,238,205
153289,335,37
153290,440,244
153291,398,410
153292,168,147
153293,353,288
153294,448,19
153295,410,83
153296,21,15
153297,110,353
153298,415,334
153299,421,78
153300,26,213
153301,147,223
153302,233,410
153303,375,299
153304,166,92
153305,234,216
153306,5,198
153307,183,357
153308,55,205
153309,194,305
153310,173,154
153311,321,213
153312,336,160
153313,150,123
153314,423,134
153315,29,32
153316,368,170
153317,352,171
153318,249,251
153319,179,43
153320,93,411
153321,381,421
153322,381,138
153323,68,79
153324,212,366
153325,453,379
153326,221,155
153327,366,181
153328,369,192
153329,256,296
153330,131,125
153331,22,408
153332,0,406
153333,236,176
153334,372,202
153335,445,26
153336,21,290
153337,254,134
153338,314,420
153339,226,173
153340,436,295
153341,164,194
153342,91,14
153343,298,79
153344,332,102
153345,374,32
153346,248,362
153347,122,130
153348,38,138
153349,264,205
153350,65,424
153351,1,164
153352,143,11
153353,210,420
153354,274,358
153355,241,214
153356,413,168
153357,154,82
153358,168,22
153359,143,230
153360,312,325
153361,15,237
153362,399,306
153363,274,203
153364,140,377
153365,195,343
153366,434,82
153367,217,329
153368,228,48
153369,195,355
153370,267,178
153371,218,294
153372,417,182
153373,228,379
153374,3,21
153375,172,327
153376,213,52
153377,452,225
153378,353,333
153379,224,119
153380,26,126
153381,97,73
153382,309,180
153383,220,262
153384,206,444
153385,22,407
153386,117,304
153387,170,418
153388,273,75
153389,95,127
153390,53,57
153391,146,447
153392,156,229
153393,13,391
153394,405,64
153395,85,449
153396,96,397
153397,377,133
153398,134,416
153399,171,18
153400,275,176
153401,191,138
153402,303,272
153403,218,16
153404,228,346
153405,360,203
153406,227,165
153407,207,130
153408,176,361
153409,248,192
153410,440,37
153411,425,356
153412,321,158
153413,264,329
153414,301,72
153415,277,448
153416,447,389
153417,413,226
153418,353,160
153419,285,169
153420,16,287
153421,290,311
153422,86,214
153423,387,147
153424,143,117
153425,171,157
153426,358,137
153427,194,55
153428,75,339
153429,390,174
153430,380,180
153431,15,126
153432,262,451
153433,118,261
153434,291,53
153435,143,78
153436,121,203
153437,443,431
153438,67,21
153439,437,239
153440,320,161
153441,189,389
153442,280,127
153443,301,430
153444,193,115
153445,188,437
153446,374,55
153447,234,446
153448,364,304
153449,337,52
153450,365,52
153451,304,144
